E(MeV)	"LU-176(N,TOT)"
8.18623E-05	17.3402
8.18727E-05	17.6331
8.18872E-05	18.0502
8.19120E-05	18.8483
8.19128E-05	18.8755
8.19369E-05	19.7623
8.19529E-05	20.4124
8.19556E-05	20.5244
8.19742E-05	21.3758
8.19796E-05	21.646
8.19929E-05	22.3267
8.20063E-05	23.0885
8.20115E-05	23.3907
8.20304E-05	24.6031
8.20331E-05	24.7942
8.20445E-05	25.6233
8.20532E-05	26.3151
8.20586E-05	26.7498
8.20727E-05	27.9985
8.20734E-05	28.0639
8.20868E-05	29.3998
8.20936E-05	30.1366
8.21010E-05	30.9638
8.21087E-05	31.9207
8.21151E-05	32.7263
8.21238E-05	33.9501
8.21292E-05	34.7184
8.21389E-05	36.269
8.21433E-05	36.9789
8.21527E-05	38.6536
8.21541E-05	38.9153
8.21655E-05	41.1856
8.21692E-05	41.9916
8.21756E-05	43.4087
8.21793E-05	44.3
8.21857E-05	45.8625
8.21894E-05	46.8461
8.21958E-05	48.573
8.22011E-05	50.1549
8.22058E-05	51.5623
8.22112E-05	53.3124
8.22159E-05	54.8677
8.22213E-05	56.8021
8.22260E-05	58.5214
8.22314E-05	60.6596
8.22361E-05	62.5602
8.22415E-05	64.9231
8.22462E-05	67.0235
8.22516E-05	69.6337
8.22563E-05	71.9536
8.22616E-05	74.8346
8.22663E-05	77.3951
8.22717E-05	80.5544
8.22751E-05	82.5599
8.22818E-05	86.8511
8.22832E-05	87.7229
8.22912E-05	93.298
8.22919E-05	93.7932
8.22993E-05	99.3206
8.23020E-05	101.46
8.23074E-05	105.803
8.23121E-05	109.842
8.23154E-05	112.77
8.23222E-05	118.988
8.23235E-05	120.249
8.23322E-05	129.029
8.23343E-05	131.084
8.23423E-05	139.95
8.23450E-05	142.946
8.23524E-05	151.81
8.23558E-05	155.893
8.23625E-05	164.597
8.23645E-05	167.242
8.23726E-05	178.42
8.23733E-05	179.363
8.23820E-05	192.292
8.23827E-05	193.339
8.23907E-05	206.046
8.23927E-05	209.422
8.24028E-05	226.49
8.24038E-05	228.216
8.24128E-05	244.585
8.24170E-05	252.305
8.24257E-05	269.572
8.24312E-05	280.579
8.24354E-05	289.364
8.24422E-05	303.959
8.24483E-05	317.528
8.24588E-05	341.283
8.24612E-05	347.078
8.24768E-05	384.783
8.24773E-05	386.147
8.24935E-05	427.421
8.24978E-05	438.523
8.25204E-05	498.812
8.25623E-05	611.177
8.25688E-05	627.565
8.25838E-05	665.41
8.25903E-05	680.538
8.26000E-05	702.915
8.26064E-05	716.578
8.26161E-05	736.708
8.26226E-05	748.605
8.26322E-05	766.005
8.26387E-05	775.841
8.26484E-05	790.079
8.26548E-05	797.604
8.26645E-05	808.416
8.26656E-05	809.318
8.26758E-05	817.396
8.26796E-05	819.256
8.26925E-05	824.86
8.26947E-05	825.258
8.26997E-05	825.807
8.27102E-05	824.389
8.27151E-05	823.439
8.27237E-05	819.183
8.27274E-05	817.113
8.27366E-05	809.724
8.27398E-05	806.934
8.27516E-05	793.356
8.27559E-05	788.163
8.27678E-05	770.389
8.27721E-05	763.684
8.27839E-05	742.149
8.27882E-05	734.106
8.28000E-05	709.35
8.28043E-05	700.17
8.28162E-05	672.791
8.28205E-05	662.674
8.28377E-05	619.586
8.28420E-05	608.674
8.28700E-05	534.712
8.29012E-05	451.975
8.29130E-05	421.69
8.29227E-05	397.112
8.29345E-05	368.404
8.29388E-05	358.064
8.29517E-05	328.413
8.29521E-05	327.529
8.29646E-05	300.395
8.29662E-05	297.073
8.29775E-05	274.071
8.29804E-05	268.646
8.29904E-05	249.505
8.29945E-05	242.258
8.29999E-05	232.722
8.30086E-05	217.972
8.30093E-05	216.854
8.30187E-05	201.991
8.30227E-05	195.956
8.30281E-05	188.034
8.30362E-05	176.806
8.30375E-05	174.96
8.30462E-05	163.652
8.30469E-05	162.792
8.30563E-05	151.477
8.30657E-05	140.99
8.30664E-05	140.287
8.30748E-05	131.62
8.30765E-05	129.993
8.30839E-05	122.938
8.30866E-05	120.535
8.30930E-05	114.91
8.30967E-05	111.864
8.31021E-05	107.498
8.31068E-05	103.93
8.31111E-05	100.666
8.31168E-05	96.6835
8.31202E-05	94.3764
8.31269E-05	90.0754
8.31293E-05	88.5931
8.31370E-05	84.0575
8.31384E-05	83.2828
8.31474E-05	78.4175
8.31505E-05	76.9078
8.31565E-05	73.9539
8.31639E-05	70.6134
8.31669E-05	69.276
8.31757E-05	65.6993
8.31773E-05	65.0576
8.31844E-05	62.4223
8.31908E-05	60.1987
8.31931E-05	59.3971
8.32019E-05	56.6212
8.32042E-05	55.9234
8.32106E-05	54.0715
8.32177E-05	52.1605
8.32194E-05	51.7151
8.32311E-05	48.8524
8.32325E-05	48.5318
8.32439E-05	46.069
8.32456E-05	45.7152
8.32587E-05	43.2166
8.32621E-05	42.6339
8.32718E-05	40.9926
8.32802E-05	39.7036
8.32849E-05	39.0011
8.32980E-05	37.2143
8.32984E-05	37.172
8.33088E-05	35.8953
8.33165E-05	35.0174
8.33216E-05	34.4592
8.33343E-05	33.1546
8.33347E-05	33.1234
8.33535E-05	31.4256
8.33589E-05	30.9908
8.33727E-05	29.9114
8.33831E-05	29.1764
8.33918E-05	28.5778
8.34073E-05	27.6198
8.34110E-05	27.3981
8.34301E-05	26.3559
8.34433E-05	25.7021
8.34493E-05	25.4163
8.34685E-05	24.5807
8.34788E-05	24.1725
8.34940E-05	23.5953
8.35143E-05	22.905
8.35173E-05	22.8069
8.35383E-05	22.1831
8.35498E-05	21.8824
8.35699E-05	21.3765
8.35972E-05	20.7938
8.36015E-05	20.7054
8.36330E-05	20.1738
8.36434E-05	20.0305
8.36541E-05	19.8929
8.36751E-05	19.6751
8.36932E-05	19.5347
8.37113E-05	19.4548
8.37204E-05	19.4216
8.37385E-05	19.4232
8.37577E-05	19.4932
8.37781E-05	19.6542
8.37792E-05	19.6688
8.37984E-05	19.9281
8.38137E-05	20.2088
8.38290E-05	20.5602
8.38357E-05	20.7503
8.38442E-05	20.9931
8.38595E-05	21.5121
8.38748E-05	22.1181
8.38867E-05	22.6601
8.38900E-05	22.8171
8.39053E-05	23.6173
8.39200E-05	24.4773
8.39206E-05	24.5142
8.39393E-05	25.7449
8.39525E-05	26.715
8.39585E-05	27.1588
8.39777E-05	28.7102
8.39824E-05	29.1134
8.40032E-05	30.9398
8.40109E-05	31.6508
8.40425E-05	34.6074
8.40606E-05	36.3112
8.40733E-05	37.5129
8.40878E-05	38.7773
8.41005E-05	39.8956
8.41186E-05	41.3229
8.41240E-05	41.697
8.41366E-05	42.5822
8.41538E-05	43.5867
8.41674E-05	44.2148
8.41701E-05	44.3426
8.41873E-05	44.9274
8.42054E-05	45.2851
8.42190E-05	45.3789
8.42326E-05	45.3267
8.42462E-05	45.1124
8.42507E-05	45.0408
8.42688E-05	44.5287
8.42869E-05	43.8215
8.43140E-05	42.476
8.43267E-05	41.7331
8.43593E-05	39.8148
8.43909E-05	37.9446
8.44127E-05	36.7983
8.44176E-05	36.5389
8.44381E-05	35.6392
8.44545E-05	35.0702
8.44602E-05	34.8795
8.44822E-05	34.3753
8.44839E-05	34.3542
8.44998E-05	34.1753
8.45094E-05	34.153
8.45150E-05	34.1468
8.45201E-05	34.1699
8.45309E-05	34.2798
8.45354E-05	34.3323
8.45507E-05	34.6398
8.45524E-05	34.6885
8.45659E-05	35.1
8.45739E-05	35.4077
8.45812E-05	35.7075
8.45954E-05	36.4255
8.46016E-05	36.7556
8.46169E-05	37.7423
8.46219E-05	38.083
8.46330E-05	38.9525
8.46423E-05	39.7096
8.46491E-05	40.3418
8.46612E-05	41.4979
8.46652E-05	41.9336
8.46785E-05	43.4027
8.46790E-05	43.4568
8.46957E-05	45.5668
8.46959E-05	45.5885
8.47083E-05	47.3627
8.47132E-05	48.0907
8.47208E-05	49.3207
8.47306E-05	50.9395
8.47334E-05	51.4528
8.47459E-05	53.8104
8.47479E-05	54.1948
8.47585E-05	56.4144
8.47609E-05	56.9433
8.47711E-05	59.2951
8.47740E-05	59.9906
8.47836E-05	62.4822
8.47870E-05	63.3757
8.47962E-05	66.0115
8.47996E-05	67.0179
8.48079E-05	69.6476
8.48120E-05	70.9977
8.48178E-05	73.0363
8.48244E-05	75.4244
8.48277E-05	76.7142
8.48368E-05	80.3504
8.48376E-05	80.708
8.48476E-05	85.1079
8.48492E-05	85.8613
8.48575E-05	89.934
8.48616E-05	92.0262
8.48674E-05	95.197
8.48740E-05	98.92
8.48773E-05	100.937
8.48864E-05	106.636
8.48873E-05	107.198
8.48972E-05	114.124
8.48988E-05	115.312
8.49071E-05	121.745
8.49112E-05	125.048
8.49158E-05	128.984
8.49236E-05	135.946
8.49238E-05	136.144
8.49319E-05	144.041
8.49352E-05	147.357
8.49400E-05	152.44
8.49439E-05	156.737
8.49480E-05	161.516
8.49526E-05	166.894
8.49561E-05	171.283
8.49613E-05	177.885
8.49642E-05	181.787
8.49700E-05	189.769
8.49722E-05	193.077
8.49786E-05	202.607
8.49803E-05	205.2
8.49873E-05	216.462
8.49884E-05	218.206
8.49960E-05	231.397
8.49964E-05	232.147
8.50047E-05	247.48
8.50047E-05	247.48
8.50130E-05	264.084
8.50163E-05	270.873
8.50212E-05	281.629
8.50245E-05	288.954
8.50295E-05	300.57
8.50369E-05	318.358
8.50378E-05	320.467
8.50460E-05	341.975
8.50493E-05	350.753
8.50543E-05	364.752
8.50618E-05	386.157
8.50626E-05	388.679
8.50728E-05	420.344
8.50742E-05	424.821
8.50824E-05	452.383
8.50829E-05	454.113
8.50931E-05	490.306
8.50950E-05	497.215
8.51033E-05	528.777
8.51076E-05	545.511
8.51134E-05	569.43
8.51201E-05	597.263
8.51254E-05	620.193
8.51327E-05	652.374
8.51383E-05	678.217
8.51459E-05	713.862
8.51512E-05	739.728
8.51645E-05	805.518
8.51658E-05	812.224
8.51843E-05	909.865
8.51856E-05	916.962
8.52042E-05	1019.48
8.52187E-05	1100.99
8.52584E-05	1323.32
8.52637E-05	1351.75
8.52783E-05	1428.75
8.52836E-05	1455.2
8.52981E-05	1526.11
8.53034E-05	1549.78
8.53180E-05	1612.33
8.53232E-05	1632.94
8.53312E-05	1662.4
8.53365E-05	1680.08
8.53444E-05	1705.28
8.53497E-05	1719.55
8.53623E-05	1751.13
8.53630E-05	1752.46
8.53749E-05	1773.94
8.53775E-05	1777.54
8.53881E-05	1789.59
8.53907E-05	1791.46
8.53996E-05	1795.82
8.54033E-05	1796.08
8.54119E-05	1794.98
8.54146E-05	1793.46
8.54251E-05	1785.19
8.54278E-05	1781.94
8.54380E-05	1766.98
8.54427E-05	1757.92
8.54543E-05	1732.85
8.54556E-05	1729.73
8.54675E-05	1696.14
8.54688E-05	1692.16
8.54807E-05	1651.98
8.54820E-05	1647.24
8.55006E-05	1573.45
8.55019E-05	1567.9
8.55204E-05	1482.89
8.55217E-05	1476.6
8.55403E-05	1383.19
8.55416E-05	1376.34
8.55667E-05	1240.76
8.55813E-05	1161.32
8.56144E-05	980.995
8.56196E-05	953.06
8.56342E-05	877.171
8.56395E-05	850.655
8.56541E-05	778.948
8.56593E-05	754.002
8.56689E-05	709.65
8.56742E-05	686.246
8.56838E-05	644.66
8.56891E-05	622.797
8.56977E-05	588.073
8.57043E-05	562.602
8.57096E-05	542.752
8.57202E-05	504.886
8.57215E-05	500.266
8.57308E-05	469.513
8.57335E-05	460.906
8.57414E-05	436.417
8.57454E-05	424.436
8.57520E-05	405.544
8.57573E-05	390.773
8.57626E-05	376.816
8.57688E-05	360.637
8.57732E-05	350.188
8.57804E-05	332.943
8.57837E-05	325.557
8.57920E-05	307.606
8.57961E-05	299.097
8.58007E-05	290.027
8.58085E-05	275.077
8.58094E-05	273.552
8.58181E-05	258.295
8.58209E-05	253.445
8.58267E-05	244.065
8.58334E-05	233.853
8.58354E-05	230.766
8.58441E-05	218.429
8.58458E-05	216.196
8.58536E-05	205.954
8.58582E-05	200.362
8.58648E-05	192.508
8.58706E-05	186.061
8.58759E-05	180.281
8.58830E-05	173.193
8.58871E-05	169.167
8.58954E-05	161.615
8.58983E-05	159.063
8.59078E-05	151.197
8.59094E-05	149.875
8.59202E-05	141.816
8.59206E-05	141.516
8.59318E-05	133.923
8.59326E-05	133.393
8.59429E-05	127.043
8.59491E-05	123.454
8.59541E-05	120.711
8.59653E-05	114.896
8.59657E-05	114.693
8.59781E-05	108.887
8.59822E-05	107.075
8.59917E-05	103.087
8.59988E-05	100.328
8.60054E-05	97.8395
8.60153E-05	94.3394
8.60190E-05	93.0791
8.60318E-05	89.0006
8.60327E-05	88.7492
8.60463E-05	84.8465
8.60550E-05	82.4996
8.60600E-05	81.2227
8.60748E-05	77.6293
8.60782E-05	76.8639
8.60947E-05	73.2953
8.60963E-05	72.9525
8.61145E-05	69.424
8.61145E-05	69.424
8.61319E-05	66.3951
8.61410E-05	64.8945
8.61493E-05	63.5964
8.61608E-05	61.8597
8.61675E-05	60.9159
8.61840E-05	58.6664
8.61939E-05	57.4013
8.62072E-05	55.7886
8.62204E-05	54.2722
8.62303E-05	53.1926
8.62535E-05	50.8185
8.62601E-05	50.1761
8.62766E-05	48.6622
8.62973E-05	46.8678
8.62998E-05	46.6634
8.63240E-05	44.7735
8.63345E-05	43.99
8.63482E-05	43.0263
8.63717E-05	41.4533
8.63804E-05	40.9007
8.64090E-05	39.1949
8.64127E-05	38.9844
8.64449E-05	37.2667
8.64648E-05	36.2666
8.64772E-05	35.6808
8.65094E-05	34.2384
8.65206E-05	33.7636
8.65417E-05	32.9216
8.65785E-05	31.528
8.66198E-05	30.1383
8.66405E-05	29.4818
8.66612E-05	28.8645
8.67025E-05	27.6964
8.67439E-05	26.6508
8.67646E-05	26.1535
8.67852E-05	25.687
8.68266E-05	24.7989
8.68473E-05	24.3747
8.68679E-05	23.9775
8.69196E-05	23.034
8.69661E-05	22.2784
8.70127E-05	21.5577
8.70747E-05	20.7074
8.71057E-05	20.3064
8.71367E-05	19.9303
8.71987E-05	19.2206
8.72608E-05	18.5943
8.73228E-05	18.002
8.73848E-05	17.4802
8.74410E-05	17.0351
8.74557E-05	16.9271
8.75266E-05	16.4399
8.75975E-05	15.9865
8.76097E-05	15.9139
8.76684E-05	15.5914
8.77393E-05	15.2352
8.77629E-05	15.124
8.77784E-05	15.0553
8.78175E-05	14.8917
8.78721E-05	14.6853
8.79268E-05	14.5026
8.79814E-05	14.3458
8.80360E-05	14.2176
8.80906E-05	14.1219
8.81453E-05	14.0634
8.81862E-05	14.0475
8.82227E-05	14.0597
8.82325E-05	14.0608
8.82814E-05	14.1109
8.83140E-05	14.1742
8.83434E-05	14.2559
8.83466E-05	14.264
8.83793E-05	14.376
8.84119E-05	14.5243
8.84445E-05	14.7144
8.84738E-05	14.9288
8.84761E-05	14.9446
8.85068E-05	15.2078
8.85374E-05	15.531
8.85604E-05	15.8197
8.85834E-05	16.1548
8.85925E-05	16.3094
8.86064E-05	16.5416
8.86294E-05	16.9902
8.86524E-05	17.5142
8.86754E-05	18.1288
8.86907E-05	18.5983
8.87060E-05	19.1238
8.87249E-05	19.8626
8.87262E-05	19.9206
8.87391E-05	20.5023
8.87533E-05	21.2197
8.87634E-05	21.7941
8.87675E-05	22.03
8.87817E-05	22.9536
8.87947E-05	23.913
8.87959E-05	23.9985
8.88101E-05	25.2001
8.88156E-05	25.7332
8.88242E-05	26.5779
8.88337E-05	27.6056
8.88365E-05	27.9341
8.88432E-05	28.739
8.88521E-05	29.9162
8.88526E-05	29.9815
8.88645E-05	31.7321
8.88678E-05	32.2648
8.88753E-05	33.5096
8.88834E-05	35.0042
8.88860E-05	35.4893
8.88939E-05	37.0961
8.88968E-05	37.7059
8.89043E-05	39.4259
8.89076E-05	40.1828
8.89147E-05	42.0198
8.89183E-05	42.9505
8.89265E-05	45.2818
8.89291E-05	46.0375
8.89363E-05	48.3257
8.89399E-05	49.4834
8.89460E-05	51.6825
8.89506E-05	53.3223
8.89558E-05	55.3802
8.89614E-05	57.5928
8.89656E-05	59.4479
8.89721E-05	62.3357
8.89754E-05	63.9028
8.89809E-05	66.5987
8.89852E-05	68.8148
8.89897E-05	71.2298
8.89950E-05	74.1922
8.89986E-05	76.2532
8.90047E-05	80.0674
8.90074E-05	81.6928
8.90145E-05	86.4732
8.90162E-05	87.5726
8.90243E-05	93.4414
8.90250E-05	93.9159
8.90321E-05	99.4779
8.90338E-05	100.754
8.90400E-05	105.91
8.90426E-05	108.101
8.90478E-05	112.753
8.90514E-05	115.98
8.90556E-05	120.019
8.90602E-05	124.407
8.90634E-05	127.734
8.90703E-05	134.777
8.90706E-05	135.136
8.90798E-05	145.279
8.90830E-05	148.937
8.90889E-05	156.007
8.90957E-05	164.332
8.90980E-05	167.298
8.91071E-05	179.265
8.91084E-05	180.989
8.91163E-05	191.985
8.91212E-05	198.915
8.91254E-05	205.263
8.91339E-05	218.057
8.91345E-05	219.098
8.91443E-05	234.824
8.91499E-05	243.913
8.91548E-05	252.155
8.91652E-05	270.112
8.91660E-05	271.471
8.91808E-05	298.438
8.91835E-05	303.209
8.91934E-05	322.09
8.92111E-05	356.133
8.92142E-05	362.186
8.92320E-05	396.749
8.92560E-05	443.726
8.92769E-05	482.631
8.92894E-05	504.33
8.92977E-05	518.662
8.93102E-05	538.201
8.93134E-05	543.019
8.93290E-05	564.534
8.93447E-05	582.684
8.93457E-05	583.675
8.93603E-05	597.113
8.93624E-05	598.553
8.93765E-05	607.8
8.93781E-05	608.443
8.93927E-05	613.922
8.93937E-05	614.126
8.93997E-05	615.072
8.94078E-05	615.042
8.94136E-05	614.793
8.94250E-05	612.044
8.94391E-05	605.12
8.94417E-05	603.774
8.94438E-05	602.216
8.94574E-05	591.737
8.94595E-05	589.695
8.94731E-05	575.902
8.94751E-05	573.395
8.94887E-05	556.612
8.94908E-05	553.698
8.95044E-05	534.306
8.95064E-05	531.01
8.95221E-05	505.828
8.95252E-05	500.713
8.95378E-05	478.702
8.95461E-05	463.83
8.95586E-05	440.517
8.95899E-05	381.524
8.96056E-05	351.857
8.96275E-05	311.661
8.96405E-05	288.772
8.96439E-05	282.85
8.96604E-05	255.549
8.96609E-05	254.73
8.96759E-05	231.39
8.96818E-05	222.793
8.96896E-05	211.449
8.97026E-05	193.699
8.97033E-05	192.821
8.97170E-05	175.616
8.97183E-05	174.074
8.97261E-05	164.931
8.97339E-05	156.246
8.97352E-05	154.819
8.97473E-05	142.42
8.97535E-05	136.446
8.97561E-05	133.968
8.97649E-05	126.061
8.97666E-05	124.678
8.97737E-05	118.673
8.97796E-05	114.04
8.97825E-05	111.755
8.97913E-05	105.303
8.97926E-05	104.404
8.98001E-05	99.3107
8.98057E-05	95.7746
8.98089E-05	93.7265
8.98178E-05	88.5388
8.98187E-05	87.9982
8.98266E-05	83.7451
8.98318E-05	81.089
8.98354E-05	79.3005
8.98448E-05	74.9
8.98513E-05	72.0774
8.98546E-05	70.703
8.98644E-05	66.8784
8.98709E-05	64.5117
8.98742E-05	63.3606
8.98840E-05	60.1589
8.98905E-05	58.1778
8.98937E-05	57.2151
8.99035E-05	54.5366
8.99100E-05	52.8781
8.99133E-05	52.0726
8.99231E-05	49.8295
8.99296E-05	48.4386
8.99329E-05	47.7603
8.99427E-05	45.8673
8.99521E-05	44.2068
8.99616E-05	42.6546
8.99661E-05	41.9526
8.99710E-05	41.2271
8.99852E-05	39.2863
8.99896E-05	38.7372
8.99994E-05	37.5601
9.00131E-05	36.0542
9.00136E-05	36.0021
9.00278E-05	34.6199
9.00366E-05	33.8293
9.00420E-05	33.3654
9.00561E-05	32.2361
9.00703E-05	31.1875
9.00718E-05	31.0863
9.00845E-05	30.2515
9.01016E-05	29.2081
9.01070E-05	28.9028
9.01170E-05	28.3652
9.01400E-05	27.219
9.01468E-05	26.9065
9.01629E-05	26.2085
9.01859E-05	25.2949
9.01957E-05	24.935
9.02089E-05	24.4751
9.02319E-05	23.7321
9.02446E-05	23.3484
9.02549E-05	23.0539
9.02779E-05	22.4374
9.02936E-05	22.0469
9.03086E-05	21.6928
9.03392E-05	21.0254
9.03588E-05	20.6294
9.03686E-05	20.4438
9.03979E-05	19.9252
9.04370E-05	19.2853
9.04762E-05	18.739
9.05153E-05	18.2365
9.05284E-05	18.0818
9.05545E-05	17.7944
9.05936E-05	17.3974
9.06197E-05	17.153
9.06327E-05	17.0388
9.06751E-05	16.6988
9.07110E-05	16.4375
9.07208E-05	16.3714
9.07664E-05	16.0952
9.08121E-05	15.8497
9.08349E-05	15.7382
9.08469E-05	15.6855
9.08787E-05	15.5595
9.09224E-05	15.4135
9.09662E-05	15.2953
9.10100E-05	15.206
9.10273E-05	15.1828
9.10537E-05	15.1551
9.10975E-05	15.1421
9.11412E-05	15.1653
9.11850E-05	15.2287
9.12188E-05	15.3082
9.12525E-05	15.4176
9.12862E-05	15.5603
9.13200E-05	15.7406
9.13538E-05	15.9636
9.13875E-05	16.2355
9.14010E-05	16.3669
9.14213E-05	16.5677
9.14550E-05	16.9683
9.14834E-05	17.3644
9.15117E-05	17.824
9.15400E-05	18.3581
9.15613E-05	18.8155
9.15664E-05	18.9379
9.15826E-05	19.3381
9.16038E-05	19.9287
9.16251E-05	20.595
9.16325E-05	20.8588
9.16464E-05	21.3609
9.16676E-05	22.2379
9.16771E-05	22.6734
9.16818E-05	22.8961
9.17014E-05	23.9246
9.17115E-05	24.5213
9.17161E-05	24.7951
9.17307E-05	25.7716
9.17345E-05	26.046
9.17454E-05	26.8715
9.17574E-05	27.876
9.17601E-05	28.1073
9.17748E-05	29.5118
9.17803E-05	30.1093
9.17895E-05	31.1066
9.17976E-05	32.103
9.18041E-05	32.9283
9.18139E-05	34.2825
9.18148E-05	34.4091
9.18237E-05	35.7781
9.18320E-05	37.1509
9.18335E-05	37.4077
9.18435E-05	39.2485
9.18452E-05	39.5657
9.18553E-05	41.65
9.18560E-05	41.8015
9.18654E-05	43.9589
9.18695E-05	44.967
9.18755E-05	46.5035
9.18796E-05	47.6203
9.18857E-05	49.3193
9.18897E-05	50.554
9.18958E-05	52.4328
9.18998E-05	53.7977
9.19059E-05	55.8751
9.19099E-05	57.3836
9.19160E-05	59.6797
9.19201E-05	61.3459
9.19262E-05	63.8825
9.19302E-05	65.7215
9.19363E-05	68.5214
9.19403E-05	70.5493
9.19464E-05	73.6367
9.19504E-05	75.861
9.19555E-05	78.6832
9.19606E-05	81.7171
9.19646E-05	84.1809
9.19707E-05	88.1486
9.19737E-05	90.1624
9.19808E-05	95.2002
9.19829E-05	96.6613
9.19910E-05	102.917
9.19920E-05	103.711
9.20011E-05	111.346
9.20102E-05	119.614
9.20112E-05	120.593
9.20193E-05	128.533
9.20208E-05	130.117
9.20284E-05	138.139
9.20304E-05	140.411
9.20375E-05	148.463
9.20401E-05	151.524
9.20480E-05	161.233
9.20497E-05	163.425
9.20568E-05	172.739
9.20593E-05	176.241
9.20655E-05	184.983
9.20689E-05	190.009
9.20785E-05	204.496
9.20787E-05	204.753
9.20882E-05	220.175
9.20919E-05	226.3
9.20978E-05	236.689
9.21050E-05	249.583
9.21074E-05	254.049
9.21196E-05	277.399
9.21312E-05	301.055
9.21428E-05	326.218
9.21486E-05	338.92
9.21544E-05	352.339
9.21683E-05	384.785
9.21845E-05	424.825
9.21926E-05	445.033
9.22034E-05	472.796
9.22304E-05	542.776
9.22466E-05	584.873
9.22682E-05	639.122
9.22736E-05	651.868
9.22898E-05	689.799
9.23060E-05	724.23
9.23114E-05	734.613
9.23222E-05	755.032
9.23384E-05	781.217
9.23417E-05	785.592
9.23546E-05	802.452
9.23563E-05	804.171
9.23654E-05	813.499
9.23692E-05	816.461
9.23795E-05	824.019
9.23827E-05	825.488
9.23947E-05	830.228
9.23996E-05	831.19
9.24000E-05	831.198
9.24130E-05	830.607
9.24151E-05	829.863
9.24284E-05	824.554
9.24302E-05	823.682
9.24454E-05	811.936
9.24464E-05	811.027
9.24616E-05	793.971
9.24626E-05	792.688
9.24778E-05	770.767
9.24788E-05	769.142
9.24940E-05	742.88
9.24950E-05	740.951
9.25102E-05	710.955
9.25112E-05	708.766
9.25264E-05	675.7
9.25274E-05	673.3
9.25426E-05	637.632
9.25490E-05	622.143
9.25642E-05	584.448
9.25966E-05	502.82
9.26101E-05	468.743
9.26311E-05	417.235
9.26387E-05	399.488
9.26477E-05	378.44
9.26643E-05	341.59
9.26646E-05	341.023
9.26798E-05	309.488
9.26862E-05	296.893
9.26929E-05	283.8
9.27024E-05	266.482
9.27061E-05	259.764
9.27186E-05	238.519
9.27193E-05	237.386
9.27324E-05	216.729
9.27348E-05	213.231
9.27412E-05	203.864
9.27456E-05	197.778
9.27510E-05	190.383
9.27591E-05	179.933
9.27618E-05	176.502
9.27726E-05	163.644
9.27834E-05	151.816
9.27861E-05	149.056
9.27942E-05	140.921
9.27996E-05	135.869
9.28050E-05	130.909
9.28131E-05	123.992
9.28158E-05	121.729
9.28266E-05	113.33
9.28354E-05	107.084
9.28401E-05	103.939
9.28455E-05	100.417
9.28536E-05	95.505
9.28556E-05	94.3022
9.28658E-05	88.717
9.28671E-05	88.0249
9.28759E-05	83.6253
9.28806E-05	81.4252
9.28860E-05	78.9658
9.28941E-05	75.5417
9.28961E-05	74.7042
9.29063E-05	70.8188
9.29076E-05	70.3374
9.29164E-05	67.2966
9.29265E-05	64.0374
9.29278E-05	63.6329
9.29366E-05	61.0952
9.29447E-05	58.9007
9.29481E-05	58.0404
9.29542E-05	56.5439
9.29636E-05	54.3649
9.29677E-05	53.4888
9.29731E-05	52.3577
9.29825E-05	50.5006
9.29859E-05	49.886
9.29967E-05	47.9882
9.30102E-05	45.8205
9.30109E-05	45.7162
9.30250E-05	43.7099
9.30345E-05	42.4787
9.30392E-05	41.8858
9.30534E-05	40.2446
9.30588E-05	39.6648
9.30676E-05	38.7566
9.30817E-05	37.3926
9.30831E-05	37.2716
9.30974E-05	36.0416
9.31162E-05	34.5579
9.31196E-05	34.311
9.31349E-05	33.2424
9.31536E-05	32.0349
9.31560E-05	31.8929
9.31724E-05	30.9528
9.31898E-05	30.0197
9.31911E-05	29.9505
9.32098E-05	29.0519
9.32286E-05	28.2065
9.32404E-05	27.7072
9.32535E-05	27.1808
9.32785E-05	26.2524
9.32910E-05	25.8209
9.33079E-05	25.2671
9.33332E-05	24.4934
9.33416E-05	24.2508
9.33585E-05	23.7886
9.33922E-05	22.9257
9.34260E-05	22.1656
9.34597E-05	21.4571
9.34935E-05	20.8312
9.35273E-05	20.2438
9.35610E-05	19.7262
9.35990E-05	19.1792
9.36285E-05	18.7792
9.36369E-05	18.6718
9.36749E-05	18.2174
9.36960E-05	17.9789
9.37129E-05	17.7996
9.37635E-05	17.2961
9.38141E-05	16.8271
9.38144E-05	16.8246
9.38648E-05	16.4206
9.39154E-05	16.0409
9.39328E-05	15.9182
9.39660E-05	15.7032
9.40153E-05	15.4046
9.40646E-05	15.1249
9.41104E-05	14.8813
9.41139E-05	14.8644
9.41632E-05	14.6403
9.42125E-05	14.4326
9.42618E-05	14.2414
9.42888E-05	14.1456
9.43111E-05	14.0714
9.43604E-05	13.9243
9.44080E-05	13.7995
9.44557E-05	13.6934
9.45034E-05	13.6083
9.45511E-05	13.5471
9.45868E-05	13.5191
9.46226E-05	13.5091
9.46583E-05	13.5197
9.46941E-05	13.5546
9.47060E-05	13.576
9.47299E-05	13.6122
9.47558E-05	13.6735
9.47838E-05	13.7644
9.48118E-05	13.8861
9.48252E-05	13.96
9.48328E-05	13.9999
9.48538E-05	14.1352
9.48748E-05	14.3005
9.48848E-05	14.3963
9.48958E-05	14.4996
9.49169E-05	14.7408
9.49309E-05	14.9311
9.49449E-05	15.1493
9.49589E-05	15.3998
9.49708E-05	15.6422
9.49855E-05	15.9855
